name,RA_ICRS,DE_ICRS,r50,r50_arcmin,rmax_arcmin,diamMAX_arcmin,N,pmRA,e_pmRA,pmDE,e_pmDE,Vr,e_Vr,Nvr,Plx,e_Plx,sigPM,flagdispPM,age,e_age,dist_iso,e_dist_iso,FeH,e_FeH,Av,e_Av,AG,e_AG,dist_PLX,e_dist_PLX,Diam_pc,DiamMax_pc,delta_dist,likelihood,BIC,prior_FEH,prior_AV,REF    
NGC_6716            ,  283.5994,  -19.8979,   0.097,     5.849,      11.577,      23.154,      86,  -1.453,   0.270,  -5.977,   0.224,   3.561,   3.675,       3,   1.415,   0.085,   0.351,       1,   8.168,   0.077,     686,      14,   0.097,   0.059,   0.650,   0.044,   0.542,   0.243,     711,       8,       3,       5,     -25,    -337.928,     693.674,       1,       1,       1 
NGC_6728            ,  284.7174,   -8.9453,   0.128,     7.654,      30.785,      61.570,     231,   1.304,   0.125,  -1.758,   0.116,  11.855,   0.333,       6,   0.541,   0.063,   0.170,       1,   8.796,   0.027,    1561,      49,   0.000,   0.045,   0.871,   0.055,   0.856,   0.365,    1866,      55,       9,      34,    -305,    -471.117,     964.003,       1,       1,       1 
NGC_6735            ,  285.1562,   -0.5123,   0.111,     6.634,      24.205,      48.411,     169,   0.062,   0.092,  -1.272,   0.085,  14.982,   0.294,       5,   0.421,   0.050,   0.126,       1,   8.466,   0.580,    1983,     188,  -0.067,   0.256,   2.346,   0.173,   1.850,   0.641,    2404,     114,      10,      34,    -421,    -536.050,    1092.619,       0,       1,       1 
NGC_6755            ,  286.9374,    4.2147,   0.091,     5.478,      27.303,      54.606,     282,  -0.731,   0.122,  -3.524,   0.151,  28.456,   0.406,       9,   0.376,   0.064,   0.194,       1,   8.275,   0.222,    1891,     114,   0.126,   0.119,   2.400,   0.040,   2.104,   0.550,    2662,     127,       9,      43,    -771,    -584.092,    1190.752,       1,       1,       1 
NGC_6756            ,  287.1828,    4.7075,   0.028,     1.695,       8.330,      16.660,     267,  -1.592,   0.203,  -3.619,   0.177,     nan,     nan,       0,   0.283,   0.081,   0.269,       1,   7.424,   0.442,    2814,     385,   0.324,   0.159,   3.151,   0.048,   1.493,   0.885,    3553,     286,       4,      18,    -739,    -284.680,     591.708,       0,       1,       1 
NGC_6791            ,  290.2241,   37.7763,   0.064,     3.848,      20.127,      40.253,    1654,  -0.426,   0.189,  -2.271,   0.225, -47.268,   0.903,       9,   0.188,   0.091,   0.294,       1,   9.859,   0.037,    4447,     103,   0.399,   0.024,   0.313,   0.028,   0.885,   0.514,    5217,     714,      12,      62,    -770,    -133.252,     296.149,       1,       1,       1 
NGC_6793            ,  290.8013,   22.1708,   0.221,    13.251,      60.787,     121.573,     190,   3.775,   0.196,   3.565,   0.240, -25.681,   4.714,      17,   1.666,   0.056,   0.310,       1,   8.661,   0.069,     589,       7,   0.234,   0.076,   1.013,   0.071,   0.969,   0.348,     599,       4,       5,      22,     -10,    -592.258,    1205.505,       1,       1,       1 
NGC_6800            ,  291.6769,   25.0342,   0.193,    11.585,      30.665,      61.329,      36,   0.425,   0.073,  -0.879,   0.093,     nan,     nan,       0,   0.953,   0.022,   0.119,       1,   8.496,   0.146,    1060,      40,   0.387,   0.196,   1.147,   0.127,   1.047,   0.247,    1049,      14,       8,      19,      10,    -677.350,    1369.034,       1,       1,       1 
NGC_6802            ,  292.6548,   20.2604,   0.046,     2.778,       9.960,      19.919,     386,  -2.815,   0.137,  -6.448,   0.141,  12.752,   2.163,      10,   0.314,   0.075,   0.197,       1,   8.810,   0.039,    2294,      95,  -0.100,   0.046,   2.857,   0.045,   1.793,   0.535,    3234,     233,       6,      19,    -940,    -307.314,     638.452,       1,       1,       1 
NGC_6811            ,  294.3507,   46.3753,   0.177,    10.593,      51.254,     102.508,     306,  -3.397,   0.151,  -8.799,   0.156,   7.826,   0.569,      11,   0.873,   0.043,   0.217,       1,   9.003,   0.021,    1102,      13,   0.032,   0.015,   0.213,   0.033,   0.406,   0.331,    1149,      13,       8,      35,     -47,    -322.923,     668.741,       1,       1,       1 
NGC_6819            ,  295.3290,   40.1898,   0.087,     5.215,      26.226,      52.453,    1589,  -2.914,   0.155,  -3.855,   0.161,   3.376,   0.624,      48,   0.357,   0.052,   0.224,       1,   9.420,   0.029,    2444,      54,   0.093,   0.006,   0.487,   0.051,   0.748,   0.384,    2811,     111,       9,      43,    -367,    -289.591,     608.666,       1,       1,       1 
NGC_6823            ,  295.7959,   23.3312,   0.073,     4.395,      12.461,      24.921,     158,  -1.689,   0.206,  -5.302,   0.161,     nan,     nan,       0,   0.445,   0.060,   0.262,       1,   6.835,   0.086,    2081,     142,   0.127,   0.244,   2.516,   0.135,   1.976,   0.586,    2239,      70,       6,      17,    -158,    -559.682,    1139.614,       1,       1,       1 
NGC_6827            ,  297.2209,   21.2118,   0.022,     1.306,       6.123,      12.247,     135,  -2.404,   0.128,  -5.466,   0.160,     nan,     nan,       0,   0.092,   0.100,   0.205,       1,   8.931,   0.057,    6471,     681,   0.253,   0.077,   2.362,   0.123,   1.583,   0.485,    9736,    3705,       8,      35,   -3265,    -429.878,     879.377,       1,       1,       1 
NGC_6830            ,  297.7235,   23.1012,   0.067,     4.036,       9.590,      19.180,     123,  -3.215,   0.068,  -5.754,   0.090,     nan,     nan,       0,   0.426,   0.033,   0.113,       1,   8.029,   0.088,    2045,      82,   0.280,   0.098,   1.754,   0.035,   1.607,   0.531,    2358,      78,       6,      14,    -312,    -650.904,    1321.057,       1,       1,       1 
NGC_6834            ,  298.0534,   29.4000,   0.049,     2.968,       9.504,      19.008,     260,  -2.491,   0.098,  -5.098,   0.099,     nan,     nan,       0,   0.277,   0.044,   0.139,       1,   7.144,   0.378,    2958,     248,   0.024,   0.099,   2.228,   0.047,   1.886,   0.319,    3680,     199,       7,      21,    -722,    -543.313,    1108.870,       1,       1,       1 
NGC_6866            ,  300.9826,   44.1596,   0.097,     5.796,      16.394,      32.789,     104,  -1.358,   0.087,  -5.733,   0.091,  13.519,   0.482,       2,   0.686,   0.033,   0.126,       1,   8.861,   0.046,    1347,      49,   0.047,   0.018,   0.498,   0.074,   0.552,   0.290,    1457,      22,       5,      14,    -110,    -523.478,    1065.533,       1,       1,       1 
NGC_6871            ,  301.5836,   35.7723,   0.351,    21.046,      60.944,     121.887,     594,  -3.120,   0.142,  -6.444,   0.236,     nan,     nan,       0,   0.516,   0.040,   0.276,       1,   7.064,   0.062,    1741,      69,   0.104,   0.125,   1.439,   0.043,   1.360,   0.594,    1945,      39,      24,      69,    -204,    -595.354,    1216.255,       1,       1,       1 
NGC_6885            ,  302.9831,   26.4935,   0.137,     8.233,      14.626,      29.252,     726,  -3.127,   0.356,  -5.471,   0.413,   2.378,   0.333,       4,   0.439,   0.245,   0.545,       1,   8.092,   0.124,    1453,      95,   0.055,   0.120,   1.927,   0.123, -99.000, -99.000,    1757,    1853,       9,      15,    -304,    -249.077,     524.504,       1,       1,       5 
NGC_6910            ,  305.7883,   40.7652,   0.083,     4.993,      20.655,      41.310,     159,  -3.433,   0.172,  -5.380,   0.154,     nan,     nan,       0,   0.539,   0.054,   0.231,       1,   6.936,   0.051,    1722,     111,   0.035,   0.097,   3.155,   0.127,   2.251,   0.757,    1833,      39,       6,      23,    -111,    -421.116,     862.508,       1,       1,       1 
NGC_6913            ,  305.9118,   38.4839,   0.103,     6.160,      17.201,      34.401,      89,  -3.411,   0.125,  -5.775,   0.125,     nan,     nan,       0,   0.550,   0.027,   0.177,       1,   6.878,   0.047,    1785,     107,   0.206,   0.261,   2.766,   0.094,   1.910,   0.726,    1808,      37,       7,      19,     -23,    -602.168,    1222.290,       1,       1,       1 
NGC_6939            ,  307.9272,   60.6538,   0.101,     6.066,      21.298,      42.596,     661,  -1.838,   0.158,  -5.409,   0.156, -18.775,   0.555,      41,   0.507,   0.043,   0.222,       1,   9.207,   0.051,    1757,      51,   0.462,   0.100,   0.919,   0.042,   1.130,   0.421,    1975,      44,       7,      25,    -218,    -568.208,    1162.391,       0,       1,       1 
NGC_6940            ,  308.6143,   28.2726,   0.242,    14.532,      86.914,     173.828,     593,  -1.957,   0.189,  -9.412,   0.182,   8.047,   0.632,      40,   0.949,   0.055,   0.262,       1,   9.070,   0.030,     992,      12,  -0.032,   0.071,   0.686,   0.103,   0.676,   0.337,    1055,      13,       9,      54,     -63,    -572.143,    1169.826,       1,       1,       1 
NGC_6991            ,  313.6858,   47.3994,   0.495,    29.674,     194.905,     389.809,     251,   5.586,   0.397,   8.507,   0.321, -12.027,   1.118,      76,   1.767,   0.058,   0.510,       1,   9.155,   0.018,     558,       4,  -0.077,   0.066,   0.490,   0.086,   0.561,   0.394,     566,       3,      10,      65,      -8,    -540.523,    1103.149,       1,       1,       1 
NGC_6997            ,  314.1407,   44.6329,   0.096,     5.753,      14.732,      29.465,     138,  -4.276,   0.160,  -6.853,   0.199, -19.037,   0.609,      10,   1.131,   0.035,   0.256,       1,   8.734,   0.062,     863,      13,   0.172,   0.140,   1.985,   0.107,   1.614,   0.429,     887,       9,       3,       8,     -24,    -683.896,    1387.501,       1,       1,       1 
NGC_7024            ,  316.5276,   41.5140,   0.063,     3.764,       9.347,      18.693,      35,   0.105,   0.174,  -4.467,   0.108,     nan,     nan,       0,   0.811,   0.056,   0.205,       1,   7.795,   0.230,    1138,      41,   0.052,   0.107,   1.968,   0.061,   1.528,   0.340,    1224,      13,       3,       7,     -86,    -586.479,    1187.180,       1,       1,       1 
NGC_7039            ,  317.6610,   45.6022,   0.138,     8.251,      26.616,      53.232,     119,  -0.252,   0.310,  -2.546,   0.249,  -8.512,   3.275,       9,   1.292,   0.079,   0.398,       1,   7.213,   0.142,     755,      10,   0.091,   0.100,   0.564,   0.098,   1.127,   0.750,     773,       5,       4,      12,     -18,    -269.916,     558.948,       1,       1,       1 
NGC_7044            ,  318.2885,   42.4973,   0.046,     2.768,      12.018,      24.035,     683,  -4.969,   0.179,  -5.537,   0.175, -48.753,   0.772,      10,   0.275,   0.085,   0.250,       1,   9.123,   0.030,    3225,     150,  -0.189,   0.172,   2.649,   0.133,   1.820,   0.388,    3666,     248,       6,      26,    -441,    -268.442,     562.991,       1,       1,       1 
NGC_7058            ,  320.4320,   50.8226,   0.096,     5.774,      13.039,      26.077,      33,   7.400,   0.189,   2.894,   0.259, -16.614,   5.440,       5,   2.730,   0.035,   0.321,       1,   8.318,   0.168,     364,       1,   0.116,   0.040,   0.140,   0.052,   0.299,   0.283,     366,       1,       2,       3,      -2,    -302.171,     618.327,       1,       1,       1 
NGC_7062            ,  320.8567,   46.3747,   0.046,     2.754,      10.041,      20.081,     113,  -1.939,   0.155,  -4.032,   0.106, -21.763,   1.066,       4,   0.403,   0.050,   0.188,       1,   8.577,   0.378,    2120,     150,   0.045,   0.012,   1.760,   0.187,   1.252,   0.513,    2513,      94,       5,      15,    -393,    -544.249,    1107.407,       1,       1,       1 
NGC_7063            ,  321.1037,   36.4982,   0.115,     6.907,      17.089,      34.179,      67,   1.519,   0.160,  -2.455,   0.163,   5.945,   6.515,       4,   1.481,   0.041,   0.228,       1,   8.176,   0.107,     659,      11,  -0.009,   0.063,   0.367,   0.051,   0.321,   0.295,     677,       5,       3,       7,     -18,    -440.701,     898.221,       1,       1,       1 
NGC_7067            ,  321.0750,   48.0110,   0.030,     1.798,       5.882,      11.763,      68,  -3.108,   0.105,  -3.280,   0.128,     nan,     nan,       0,   0.143,   0.051,   0.165,       1,   6.911,   0.175,    5434,     532,   0.246,   0.242,   2.535,   0.033,   2.018,   0.375,    6540,     818,       7,      23,   -1106,    -412.236,     841.351,       0,       1,       1 
NGC_7082            ,  322.1804,   47.0986,   0.175,    10.522,      46.686,      93.372,     315,  -0.296,   0.146,  -1.100,   0.127, -15.075,   0.267,       2,   0.732,   0.054,   0.193,       1,   8.134,   0.105,    1277,      39,  -0.015,   0.093,   1.015,   0.037,   0.794,   0.244,    1371,      23,       9,      38,     -94,    -509.505,    1042.021,       1,       1,       1 
NGC_7086            ,  322.6233,   51.5881,   0.106,     6.334,      24.387,      48.774,     622,  -1.644,   0.167,  -1.626,   0.150, -17.964,   0.466,       4,   0.586,   0.051,   0.225,       1,   7.980,   0.311,    1594,      63,   0.174,   0.188,   2.098,   0.116,   1.887,   0.480,    1696,      39,       7,      25,    -102,    -559.296,    1144.324,       1,       1,       1 
NGC_7092            ,  322.7590,   48.2204,   0.862,    51.733,     156.507,     313.014,     161,  -7.474,   0.381, -19.739,   0.462,  -5.202,   1.669,      18,   3.341,   0.097,   0.599,       1,   8.660,   0.062,     303,       6,  -0.047,   0.072,   0.093,   0.049,   0.312,   0.352,     299,       9,      10,      28,       3,    -297.485,     615.295,       1,       1,       1 
NGC_7128            ,  325.9902,   53.7142,   0.025,     1.517,       7.858,      15.716,     180,  -4.010,   0.168,  -4.131,   0.148,     nan,     nan,       0,   0.258,   0.071,   0.224,       1,   7.127,   0.243,    3241,     157,  -0.032,   0.077,   2.879,   0.059,   1.480,   0.956,    3835,     245,       4,      18,    -594,    -283.020,     586.813,       1,       1,       1 
NGC_7129            ,  325.7642,   66.1269,   0.039,     2.317,       7.116,      14.232,      36,  -1.779,   0.323,  -3.444,   0.333,     nan,     nan,       0,   1.080,   0.065,   0.464,       1,   6.772,   0.286,     894,      14,   0.128,   0.196,   2.196,   0.090,   2.053,   0.536,     920,      11,       2,       4,     -26,    -372.380,     759.094,       1,       1,       1 
NGC_7142            ,  326.2847,   65.7806,   0.078,     4.702,      23.948,      47.896,     401,  -2.749,   0.156,  -1.278,   0.145, -49.508,   0.605,      20,   0.387,   0.051,   0.213,       1,   9.553,   0.036,    2040,      38,   0.080,   0.023,   1.286,   0.016,   1.391,   0.474,    2552,      98,       7,      36,    -512,    -440.080,     904.136,       1,       1,       1 
NGC_7160            ,  328.4456,   62.5859,   0.061,     3.678,      11.197,      22.394,      47,  -3.410,   0.211,  -1.355,   0.223,     nan,     nan,       0,   1.055,   0.065,   0.307,       1,   7.102,   0.157,     919,      17,   0.116,   0.161,   1.311,   0.134,   1.304,   0.638,     952,       7,       3,       7,     -33,    -416.958,     849.316,       1,       1,       1 
NGC_7209            ,  331.2270,   46.4960,   0.275,    16.502,      57.490,     114.980,     311,   2.265,   0.152,   0.293,   0.169, -18.188,   0.596,       4,   0.825,   0.043,   0.228,       1,   8.694,   0.047,    1145,      30,   0.146,   0.097,   0.612,   0.081,   0.657,   0.296,    1219,      16,      12,      41,     -74,    -512.846,    1048.651,       1,       1,       1 
NGC_7226            ,  332.6067,   55.3991,   0.017,     1.027,       3.724,       7.447,      51,  -1.835,   0.117,  -2.059,   0.097,     nan,     nan,       0,   0.187,   0.042,   0.153,       1,   8.686,   0.500,    4019,     279,  -0.186,   0.115,   1.815,   0.112,   1.479,   0.606,    5413,     598,       4,      12,   -1393,    -559.210,    1134.148,       1,       1,       1 
NGC_7235            ,  333.0855,   57.2747,   0.061,     3.679,      10.543,      21.087,     207,  -3.716,   0.263,  -3.035,   0.175,     nan,     nan,       0,   0.259,   0.073,   0.316,       1,   7.100,   0.117,    3158,     261,   0.018,   0.115,   2.566,   0.031,   1.930,   0.571,    3855,     204,       9,      24,    -697,    -397.652,     816.635,       1,       1,       1 
NGC_7243            ,  333.7780,   49.8334,   0.222,    13.304,      41.574,      83.148,     313,   0.431,   0.213,  -2.848,   0.196,  25.080,  10.197,       2,   1.119,   0.064,   0.289,       1,   8.114,   0.104,     851,      19,   0.011,   0.079,   0.828,   0.058,   0.598,   0.221,     896,      10,       7,      22,     -45,    -423.825,     870.635,       1,       1,       1 
NGC_7245            ,  333.8114,   54.3363,   0.055,     3.286,      14.336,      28.672,     267,  -3.955,   0.129,  -3.252,   0.106, -73.125,   0.728,       8,   0.276,   0.055,   0.168,       1,   8.652,   0.109,    2884,      99,  -0.006,   0.014,   1.412,   0.085,   1.194,   0.493,    3657,     194,       7,      31,    -773,    -524.984,    1072.318,       1,       1,       1 
NGC_7261            ,  335.0625,   58.1191,   0.048,     2.884,      12.831,      25.662,      93,  -3.932,   0.126,  -2.916,   0.093,     nan,     nan,       0,   0.275,   0.058,   0.157,       1,   7.632,   0.088,    2389,     106,   0.010,   0.096,   2.731,   0.029,   2.039,   0.782,    3602,     257,       7,      27,   -1213,    -334.144,     686.419,       1,       1,       1 
NGC_7281            ,  336.2781,   57.8703,   0.096,     5.764,      23.208,      46.416,      57,  -2.122,   0.068,  -1.225,   0.085,     nan,     nan,       0,   0.438,   0.042,   0.109,       1,   7.428,   0.168,    2013,     104,   0.064,   0.118,   1.712,   0.034,   1.337,   0.466,    2317,      62,       8,      32,    -303,    -615.065,    1246.303,       1,       1,       1 
NGC_7296            ,  337.0035,   52.3175,   0.045,     2.727,      15.364,      30.727,      77,  -2.959,   0.092,  -2.712,   0.093,     nan,     nan,       0,   0.399,   0.033,   0.131,       1,   8.413,   0.138,    2408,     124,  -0.002,   0.126,   0.778,   0.094,   0.672,   0.293,    2528,     100,       5,      23,    -120,    -601.987,    1221.350,       1,       1,       1 
NGC_7380            ,  341.8065,   58.1461,   0.087,     5.232,      19.476,      38.951,     120,  -2.498,   0.122,  -2.137,   0.120,     nan,     nan,       0,   0.332,   0.048,   0.171,       1,   7.004,   0.069,    2394,     199,  -0.062,   0.135,   1.853,   0.073,   1.674,   0.519,    3005,     127,      10,      35,    -611,    -614.070,    1247.290,       1,       1,       1 
NGC_7419            ,  343.5887,   60.8129,   0.037,     2.196,      10.034,      20.067,     331,  -2.743,   0.160,  -1.613,   0.182, -68.105,   0.423,       2,   0.278,   0.063,   0.242,       1,   6.692,   0.031,    3104,     128,  -0.162,   0.046,   4.291,   0.021,   2.123,   0.426,    3570,     215,       5,      21,    -466,    -330.734,     684.677,       1,       1,       1 
NGC_7423            ,  343.7828,   57.0919,   0.028,     1.700,       9.947,      19.893,     147,  -1.256,   0.139,  -1.226,   0.158, -38.000,   0.961,       2,   0.239,   0.071,   0.210,       1,   9.147,   0.161,    3745,     390,  -0.061,   0.110,   1.966,   0.215,   1.517,   0.425,    4185,     398,       5,      25,    -440,    -397.022,     814.005,       1,       1,       1 
NGC_743             ,   29.6181,   60.1323,   0.100,     5.996,      16.350,      32.701,      62,  -0.036,   0.116,  -1.702,   0.140,     nan,     nan,       0,   0.882,   0.037,   0.182,       1,   8.042,   0.202,    1062,      35,   0.039,   0.092,   1.797,   0.089,   1.210,   0.431,    1135,      17,       4,      11,     -73,    -673.161,    1362.830,       1,       1,       1 
NGC_744             ,   29.6621,   55.4757,   0.061,     3.662,      10.222,      20.445,      83,  -1.880,   0.151,  -1.807,   0.188,     nan,     nan,       0,   0.731,   0.037,   0.241,       1,   8.261,   0.249,    1258,      40,   0.019,   0.076,   1.116,   0.107,   0.965,   0.272,    1371,      27,       3,       9,    -113,    -656.733,    1331.141,       1,       1,       1 
NGC_7510            ,  347.7690,   60.5821,   0.043,     2.584,      12.526,      25.052,     324,  -3.648,   0.147,  -2.190,   0.143,     nan,     nan,       0,   0.283,   0.053,   0.204,       1,   6.949,   0.069,    3035,     226,  -0.206,   0.120,   2.962,   0.036,   1.721,   0.898,    3501,     182,       6,      26,    -466,    -349.880,     722.883,       1,       1,       1 
NGC_752             ,   29.2354,   37.7749,   0.460,    27.589,     155.589,     311.178,     240,   9.814,   0.288, -11.728,   0.302,   6.297,   0.931,      96,   2.226,   0.074,   0.417,       1,   9.182,   0.028,     441,       4,  -0.037,   0.049,   0.159,   0.073,   0.352,   0.353,     446,       3,       8,      41,      -5,    -271.211,     564.345,       1,       1,       1 
NGC_7654            ,  351.2052,   61.5866,   0.112,     6.692,      30.243,      60.486,    1010,  -1.936,   0.173,  -1.130,   0.173, -32.090,   0.180,       2,   0.598,   0.051,   0.245,       1,   7.720,   0.186,    1497,      36,   0.075,   0.076,   2.009,   0.032,   1.788,   0.430,    1678,      33,       7,      30,    -181,    -539.955,    1107.582,       1,       1,       1 
NGC_7762            ,  357.4388,   68.0389,   0.131,     7.868,      30.364,      60.729,     431,   1.461,   0.203,   4.006,   0.198, -45.438,   0.492,      36,   0.998,   0.040,   0.284,       1,   9.048,   0.056,     957,      13,  -0.056,   0.103,   2.604,   0.053,   1.924,   0.349,     997,      10,       5,      18,     -40,    -489.114,    1002.493,       1,       1,       1 
NGC_7788            ,  359.1741,   61.3928,   0.036,     2.140,       7.916,      15.832,     154,  -3.124,   0.125,  -1.769,   0.108,     nan,     nan,       0,   0.290,   0.052,   0.165,       1,   7.259,   0.039,    2695,     188,   0.083,   0.171,   1.707,   0.028,   1.423,   0.348,    3331,     137,       5,      16,    -636,    -551.579,    1123.305,       1,       1,       1 
NGC_7789            ,  342.3921,   56.7267,   9.272,   556.330,     605.698,    1211.397,    3019,  -0.926,   0.153,  -1.930,   0.149, -54.059,   0.637,     150,   0.449,   0.056,   0.214,       1,   9.209,   0.013,    1907,      30,   0.026,   0.028,   1.017,   0.025,   0.990,   0.389,    2207,      75,     715,     779,    -300,    -489.489,    1011.029,       1,       1,       1 
NGC_7790            ,  359.6174,   61.2141,   0.052,     3.098,      12.271,      24.543,     200,  -3.263,   0.107,  -1.675,   0.101, -69.856,   0.789,       3,   0.264,   0.050,   0.147,       1,   8.016,   0.083,    2807,      79,  -0.100,   0.069,   1.813,   0.033,   1.462,   0.384,    3722,     208,       7,      27,    -915,    -534.264,    1089.721,       1,       1,       1 
NGC_869             ,   34.7447,   57.1360,   0.114,     6.863,      18.814,      37.628,     720,  -0.684,   0.121,  -1.075,   0.133,     nan,     nan,       0,   0.400,   0.044,   0.180,       1,   7.110,   0.041,    2246,      64,  -0.100,   0.076,   1.749,   0.037,   1.331,   0.397,    2505,     106,      11,      28,    -259,    -626.159,    1278.635,       1,       1,       1 
NGC_884             ,   35.6292,   57.1539,   0.111,     6.658,      20.095,      40.189,     483,  -0.626,   0.125,  -1.059,   0.122,     nan,     nan,       0,   0.398,   0.040,   0.175,       1,   7.187,   0.050,    2150,     103,  -0.079,   0.092,   1.709,   0.019,   1.373,   0.390,    2513,     101,      10,      30,    -363,    -630.314,    1285.348,       1,       1,       1 
NGC_957             ,   38.3559,   57.5543,   0.119,     7.148,      19.541,      39.082,     160,  -0.253,   0.093,  -1.069,   0.109,     nan,     nan,       0,   0.405,   0.039,   0.143,       1,   7.390,   0.229,    2070,      99,  -0.046,   0.035,   2.229,   0.025,   1.890,   0.394,    2466,      90,      11,      29,    -396,    -604.952,    1230.205,       1,       1,       1 
Negueruela_1        ,  356.8527,   63.2198,   0.017,     1.046,       3.409,       6.818,      53,  -3.021,   0.231,  -1.341,   0.166,     nan,     nan,       0,   0.294,   0.065,   0.284,       1,   6.917,   0.500,    2655,     341,  -0.224,   0.262,   3.266,   0.115,   1.646,   0.883,    3456,     224,       3,       7,    -801,    -280.331,     576.544,       1,       1,       1 
Patchick_3          ,   79.1218,   45.5876,   0.052,     3.137,      10.029,      20.057,      45,  -1.600,   0.078,  -1.279,   0.085, -31.301,   0.781,       3,   0.561,   0.047,   0.116,       1,   9.100,   0.082,    1633,      91,  -0.162,   0.179,   1.433,   0.166,   1.131,   0.444,    1781,      46,       4,      11,    -148,    -650.903,    1317.032,       1,       1,       1 
Patchick_90         ,  101.1803,   -0.5339,   0.022,     1.308,       5.945,      11.890,      24,  -0.204,   0.173,   1.044,   0.086,     nan,     nan,       0,   0.108,   0.100,   0.193,       1,   8.830,   0.087,    7254,    1121,  -0.129,   0.150,   1.938,   0.116,   1.028,   0.184,    7958,    2651,       7,      28,    -704,    -386.241,     785.195,       1,       1,       1 
Pismis_1            ,  124.5786,  -37.1038,   0.023,     1.365,       5.856,      11.712,      66,  -2.613,   0.113,   3.971,   0.105,     nan,     nan,       0,   0.146,   0.044,   0.154,       1,   7.031,   0.503,    4333,     347,  -0.194,   0.076,   2.044,   0.100,   1.794,   0.180,    6889,     849,       6,      24,   -2556,    -418.382,     853.523,       1,       1,       1 
Pismis_11           ,  138.9731,  -50.0093,   0.014,     0.868,       4.040,       8.080,      47,  -5.383,   0.104,   3.917,   0.136,     nan,     nan,       0,   0.327,   0.063,   0.171,       1,   6.781,   0.104,    2340,     114,   0.051,   0.190,   3.296,   0.058,   1.879,   0.747,    2989,     139,       2,       8,    -649,    -335.566,     686.533,       1,       1,       1 
Pismis_12           ,  140.0063,  -45.1308,   0.049,     2.965,      10.462,      20.924,     200,  -6.726,   0.181,   4.832,   0.135,  34.743,   0.948,       8,   0.435,   0.055,   0.225,       1,   9.087,   0.072,    2114,     118,  -0.146,   0.088,   1.999,   0.151,   1.500,   0.454,    2319,      64,       5,      15,    -205,    -471.604,     964.400,       1,       1,       1 
Pismis_15           ,  143.6838,  -48.0454,   0.035,     2.105,       7.274,      14.548,     132,  -5.312,   0.117,   3.326,   0.122,  36.123,   0.809,       3,   0.355,   0.050,   0.169,       1,   9.258,   0.033,    1872,      48,   0.456,   0.051,   1.560,   0.062,   1.744,   0.527,    2824,     132,       4,      12,    -952,    -602.480,    1224.491,       1,       1,       1 
Pismis_18           ,  204.2313,  -62.0942,   0.037,     2.242,       8.030,      16.061,     261,  -5.673,   0.109,  -2.297,   0.125, -28.040,   1.048,      10,   0.330,   0.057,   0.165,       1,   8.832,   0.137,    2189,      80,  -0.033,   0.071,   2.165,   0.069,   1.891,   0.607,    3009,     143,       4,      15,    -820,    -530.440,    1083.138,       1,       1,       1 
Pismis_20           ,  228.8438,  -59.0797,   0.039,     2.341,       7.449,      14.898,     116,  -3.834,   0.145,  -2.902,   0.125,     nan,     nan,       0,   0.290,   0.055,   0.191,       1,   6.826,   0.098,    2970,     396,   0.155,   0.161,   3.254,   0.064,   1.601,   0.767,    3439,     226,       5,      15,    -469,    -486.289,     991.592,       1,       1,       1 
Pismis_27           ,   92.7208,   20.6221,   0.056,     3.375,       6.984,      13.968,      40,  -0.149,   0.307,  -1.979,   0.192,     nan,     nan,       0,   0.484,   0.063,   0.362,       1,   6.971,   0.195,    1744,     139,   0.101,   0.142,   1.833,   0.258,   2.141,   0.798,    1984,      66,       4,       9,    -240,    -513.130,    1041.016,       1,       1,       1 
Pismis_3            ,  127.8341,  -38.6309,   0.106,     6.381,      20.755,      41.511,    1047,  -4.792,   0.178,   6.637,   0.200,  30.363,   0.624,      33,   0.406,   0.075,   0.268,       1,   8.996,   0.240,    2064,     158,  -0.076,   0.080,   3.313,   0.191,   2.361,   0.299,    2482,     136,      10,      30,    -418,    -146.789,     321.393,       1,       1,       1 
Pismis_4            ,  128.7741,  -44.3915,   0.289,    17.329,      50.478,     100.957,     113,  -8.236,   0.223,   5.339,   0.194,   7.334,   6.529,       6,   1.406,   0.047,   0.296,       1,   8.094,   0.146,     691,       7,  -0.089,   0.079,   0.292,   0.063,   0.273,   0.254,     707,       5,       8,      21,     -16,    -350.191,     719.292,       1,       1,       1 
Pismis_5            ,  129.3768,  -39.6401,   0.116,     6.935,      22.176,      44.352,      92,  -5.492,   0.238,   4.269,   0.246,     nan,     nan,       0,   1.037,   0.076,   0.343,       1,   6.883,   0.071,     921,      24,  -0.034,   0.133,   1.388,   0.132,   2.081,   0.806,     974,      11,       4,      13,     -53,    -352.543,     723.173,       1,       1,       1 
Pismis_7            ,  130.2872,  -38.6955,   0.032,     1.919,       5.905,      11.811,     120,  -3.307,   0.105,   2.789,   0.140,  74.721,   0.810,       3,   0.150,   0.058,   0.175,       1,   8.968,   0.044,    3843,     155,  -0.225,   0.119,   2.078,   0.066,   1.356,   0.413,    6650,    1038,       8,      23,   -2807,    -390.076,     799.302,       1,       1,       1 
