RA_ICRS,DE_ICRS,dist_PLX,Diam_pc
322.759,48.2204,299,10
325.9902,53.7142,3835,4
325.7642,66.1269,920,2
326.2847,65.7806,2552,7
328.4456,62.5859,952,3
331.227,46.496,1219,12
332.6067,55.3991,5413,4
333.0855,57.2747,3855,9
333.778,49.8334,896,7
333.8114,54.3363,3657,7
335.0625,58.1191,3602,7
336.2781,57.8703,2317,8
337.0035,52.3175,2528,5
341.8065,58.1461,3005,10
343.5887,60.8129,3570,5
343.7828,57.0919,4185,5
29.6181,60.1323,1135,4
29.6621,55.4757,1371,3
347.769,60.5821,3501,6
29.2354,37.7749,446,8
351.2052,61.5866,1678,7
357.4388,68.0389,997,5
359.1741,61.3928,3331,5
342.3921,56.7267,2207,715
359.6174,61.2141,3722,7
34.7447,57.136,2505,11
35.6292,57.1539,2513,10
38.3559,57.5543,2466,11
356.8527,63.2198,3456,3
79.1218,45.5876,1781,4
101.1803,-0.5339,7958,7
124.5786,-37.1038,6889,6
138.9731,-50.0093,2989,2
140.0063,-45.1308,2319,5
143.6838,-48.0454,2824,4
204.2313,-62.0942,3009,4
228.8438,-59.0797,3439,5
92.7208,20.6221,1984,4
127.8341,-38.6309,2482,10
128.7741,-44.3915,707,8
129.3768,-39.6401,974,4
130.2872,-38.6955,6650,8
130.4091,-46.2701,1935,3
334.6755,63.2461,951,3
205.0503,-59.3797,240,3
69.7957,71.2981,177,8
136.8441,-58.3733,134,12
139.3805,-44.1173,182,10
122.3187,-47.2905,350,8
75.5011,37.4871,333,7
303.5642,45.5374,339,10
344.3878,59.3436,427,11
345.0809,59.3247,452,14
31.8572,60.2626,2952,4
296.2663,23.9662,2159,12
299.6961,20.5106,1709,5
302.6978,33.7925,546,8
307.1314,39.7495,355,13
313.2109,37.8242,1282,19
99.0799,-14.151,1583,8
106.6257,-20.1275,2296,4
181.507,-62.6269,3960,6
182.4063,-62.9875,3672,9
183.3781,-62.7127,3282,3
188.7212,-61.6057,2175,7
199.9288,-64.9443,4214,5
202.9972,-58.4967,1023,4
219.0163,-59.9712,1501,4
224.2521,-62.5565,3104,10
245.888,-51.8953,3619,8
246.1454,-51.9544,3290,6
247.0457,-51.5036,2308,8
248.7894,-48.2823,2219,4
260.7813,-37.8977,1703,4
263.791,-34.3095,4089,7
264.4653,-36.308,2595,6
266.0584,-34.8773,2008,4
266.8991,-30.0975,2572,4
268.1835,-29.5331,2555,5
269.521,-11.641,1109,4
269.9843,-24.6681,2712,6
278.1685,-12.1483,3097,5
278.4678,-11.4594,1800,9
282.6354,-18.257,605,7
289.0571,-16.3387,307,7
71.6413,44.7173,3848,6
115.3054,-16.2776,1152,5
110.7992,-19.4653,3288,9
152.3985,-61.2641,921,10
172.6471,-60.7552,5145,8
215.1478,-58.8647,1630,9
276.3238,-9.9819,2160,6
278.0133,-16.0631,1612,7
302.8894,35.6086,3861,6
310.8584,37.0229,2514,6
243.6792,-51.333,2986,4
111.1516,-26.2234,2746,8
111.4636,-21.8378,1473,7
112.6693,-23.3874,2932,10
112.9978,-12.7917,2072,5
114.1831,-23.3834,8106,6
114.2576,-15.5791,1083,8
114.4347,-26.5167,2133,7
114.9007,-30.9316,5044,9
115.2923,-24.3806,2271,5
116.4612,-21.91,2400,8
116.4724,-20.3883,2804,7
116.5452,-31.2739,4119,6
117.0951,-26.2808,2940,5
117.4546,-17.2542,5130,5
102.2428,-10.529,4681,6
118.4374,-26.975,5137,13
119.3989,-25.9188,8291,10
119.7133,-28.5685,6434,11
119.8903,-16.2846,5202,14
120.5647,-31.0711,4269,7
120.682,-32.0461,4253,4
120.8686,-30.8757,2417,4
122.8504,-31.9417,5170,7
123.1133,-32.5815,5080,12
123.7141,-31.9379,3755,6
126.0993,-47.199,5370,7
126.3238,-34.1403,3683,4
128.1839,-48.306,4637,10
129.8512,-44.019,2428,8
130.1499,-38.0742,4513,7
130.4551,-43.3609,1603,4
131.1525,-35.9016,3318,9
132.316,-46.8646,2056,5
140.4861,-56.3171,4960,4
141.077,-51.6514,2147,4
145.2587,-53.8473,4531,8
105.4207,-13.5198,2243,12
146.4166,-54.0029,2324,5
147.3101,-54.6091,4600,5
147.2814,-65.2611,2037,4
150.3528,-55.1111,5905,7
161.9252,-57.4869,1079,8
166.0412,-61.3749,2291,6
172.8668,-63.4584,2709,19
177.666,-62.1385,3707,6
179.3696,-62.7071,5035,5
179.8497,-64.5094,489,11
144.7363,-52.9493,3879,6
145.8943,-50.802,10560,14
177.347,-62.2219,4862,8
205.8016,-63.1439,1944,5
299.2503,31.6075,3604,9
21.517,62.6288,4346,5
354.4943,60.5625,3284,6
35.2113,59.1876,6778,6
44.7843,60.5617,2240,7
45.1079,57.3346,2688,9
5.8929,62.7111,3180,5
77.0723,49.8645,5860,8
81.0011,42.3132,5329,5
103.9873,0.222,4140,6
118.0281,-28.1274,4755,9
122.0539,-36.6087,4557,7
129.2341,-50.0451,3986,7
131.1481,-46.2972,4912,9
84.686,-2.5959,407,1
14.6313,68.463,3131,15
74.5683,43.0395,2621,6
76.7825,30.8428,5834,15
93.6872,12.8675,4021,5
94.8784,18.5516,1552,10
295.6131,38.6416,2687,4
352.5472,60.2545,3594,3
283.5276,36.9264,359,3
294.1762,25.2618,408,11
84.8171,37.8627,362,7
353.9983,52.6982,442,6
175.9308,-62.5274,2600,7
355.9636,62.1634,3235,2
33.8418,59.5363,378,12
6.3082,62.6187,2920,5
7.5817,57.9303,1959,4
49.001,60.4828,619,16
9.9522,61.9664,3065,5
28.0536,57.0512,1371,7
31.1211,64.3728,987,6
37.4115,60.623,693,6
81.9586,34.493,2243,13
84.8704,33.3506,4480,2
86.09,28.8409,3137,6
142.1512,-46.6089,2806,3
96.3568,13.8818,5696,6
96.4374,13.6131,4266,7
333.4621,55.705,2290,6
334.7476,56.1137,4131,4
77.514,38.8163,3978,8
100.9807,1.4134,6446,14
167.1454,-60.7393,4568,5
320.4412,50.5808,2842,10
85.3548,39.2368,6001,10
315.4249,44.112,5316,5
356.9816,63.0035,3448,5
306.9286,36.078,1854,2
294.1138,35.7505,498,7
131.5351,-38.0907,665,14
292.5536,18.535,5496,2
121.8063,-36.0534,4358,4
113.6621,-19.7871,3229,4
143.364,-52.3931,5231,4
326.4329,58.0962,4584,6
300.6005,35.3114,2031,1
223.3664,-60.4838,2869,4
256.0892,-42.0665,2461,3
300.3188,33.6155,3965,3
105.131,-20.5757,2698,6
105.7726,-20.8186,12670,13
37.3328,61.78,3641,7
56.9862,59.0589,1782,9
83.835,-5.4095,391,5
23.924,61.285,2869,3
131.9879,-42.612,437,13
151.6235,-60.2904,3956,6
155.95,-60.1432,5303,8
160.9897,-59.5512,2595,4
161.1778,-59.3715,2509,4
161.2463,-59.6888,2572,5
164.1054,-59.2273,2665,6
167.8306,-60.6521,1602,4
168.6176,-57.5605,2676,9
39.2379,55.8936,698,7
189.852,-60.6443,3979,14
203.0694,-62.789,1384,3
217.79,-61.1539,2589,8
240.2146,-53.5431,2843,6
262.1322,-29.4895,1604,5
264.2354,-32.4675,1475,5
265.3535,-40.1706,1485,7
48.0191,63.2199,684,6
269.186,-35.2945,1414,5
274.3019,-13.3498,1730,4
276.1658,-19.7107,1477,3
99.1274,9.4601,3518,17
111.8504,-23.9508,1804,5
118.9137,-25.895,2951,5
143.4777,-36.4099,421,12
296.1273,29.5138,1777,10
280.7024,-6.2511,3387,11
281.6215,-5.1825,1599,6
282.645,9.7851,1527,7
288.9061,12.8591,1750,9
299.2772,28.4385,3767,10
303.7227,28.3645,1712,8
299.7304,31.0901,2720,8
304.5007,32.6013,1453,9
309.725,46.4792,2416,18
312.4313,46.4637,2612,27
311.9964,47.4565,1763,12
314.3567,47.3677,1401,5
317.0997,46.321,3948,16
318.4297,50.1395,1732,10
321.7425,49.1057,2396,8
328.7515,49.711,1200,6
327.7856,53.0077,2366,12
334.2582,54.2445,3387,17
342.6554,49.4956,1447,5
343.407,54.3224,2694,13
344.4295,54.3782,1380,9
339.6465,67.057,1171,8
346.2117,63.3256,867,7
350.9569,59.4925,1236,8
83.3301,-1.6064,362,18
4.1134,52.2792,1617,9
27.4638,53.9225,3036,28
37.4846,57.9623,2641,21
37.0216,57.1724,2549,25
37.7028,48.3213,1423,8
82.1232,35.7013,1966,13
97.6621,-1.4408,2535,16
108.2112,-4.6901,2563,5
110.6405,-17.1671,2971,12
106.6542,-23.5697,3142,13
114.4981,-25.3751,2066,12
120.0968,-24.2802,3336,13
112.7955,-28.3765,2602,14
118.6044,-29.7301,1861,8
127.0861,-31.01,5678,21
129.3193,-45.2266,2344,18
126.6615,-50.7084,1163,6
137.9852,-52.2441,3411,14
136.9637,-52.932,2037,15
140.43,-51.2437,2089,10
139.1956,-54.1496,5930,33
139.5541,-56.0171,1742,6
158.8804,-57.6044,2588,17
160.5464,-60.4512,3948,13
168.3,-58.9064,3211,20
169.7868,-59.5484,2548,11
168.1369,-62.2689,2468,14
167.7155,-65.7129,4544,7
172.8981,-60.7821,5728,29
177.927,-62.6493,2558,14
178.1202,-64.5715,2699,12
191.9119,-59.3585,1687,10
200.3389,-61.2973,2330,19
202.7307,-61.7809,3455,20
216.2339,-61.0482,2135,6
219.6724,-62.1596,3290,10
222.9877,-65.3133,1973,8
220.1552,-55.3951,1209,4
221.8683,-56.2631,1853,6
61.1114,32.8431,367,19
246.3678,-47.9304,2368,12
248.748,-47.9732,1805,6
250.6662,-47.9159,2348,8
249.698,-44.7699,1407,9
255.2,-44.1993,2861,16
258.1652,-36.0577,1753,6
271.738,-24.6502,1825,7
271.5448,-24.2436,1603,6
271.309,-23.3074,2545,5
270.7678,-22.6536,1405,5
276.4493,-17.0769,2113,9
273.87,-14.9088,1673,15
275.9663,-12.2384,2149,12
276.7267,-10.9535,1375,3
281.2097,-5.8623,3761,19
282.3536,-4.4128,1697,7
288.8588,-4.1712,1084,6
16.456,59.6345,2198,6
292.5424,10.6641,3221,7
290.0052,15.1601,1601,4
306.2793,29.7325,1815,6
299.8491,37.2112,1882,6
306.8601,37.6658,1282,4
307.5092,46.166,2756,8
314.8538,45.8534,3100,15
311.5449,48.8572,1546,10
313.269,48.5343,2698,8
317.717,47.7154,2257,6
316.2392,48.7354,2252,7
324.9869,49.3115,2306,5
328.7114,52.8176,2583,9
319.7639,61.9436,1231,6
326.0639,58.7582,1628,7
338.3416,58.3733,2349,4
338.6963,58.2698,4670,20
338.8938,59.0074,2615,17
345.4897,56.9513,3805,28
345.624,57.1867,2490,9
337.2957,66.5205,1062,5
347.7321,58.6112,3890,9
22.6326,60.244,2561,5
4.5533,63.3454,3440,30
6.7562,63.2336,3328,29
23.2364,59.7856,2709,8
6.9806,62.9078,2920,18
12.9949,63.7807,4568,37
17.6488,60.4723,2785,7
42.5554,72.9012,909,4
29.1818,54.4187,2106,14
40.569,58.1629,2757,17
48.2951,58.9367,2691,5
50.9916,51.2608,2410,11
59.219,48.6086,3235,21
66.8025,44.6853,3526,22
72.5709,44.7681,2860,12
71.4284,41.502,3676,17
79.0349,39.5289,3099,14
87.7067,28.7143,5351,17
90.7183,25.5052,3632,19
94.9131,26.2321,3543,15
89.5422,22.0599,2046,11
94.8212,15.2945,5164,28
94.5458,10.7662,3345,16
100.5758,-4.616,5066,12
98.6313,-6.7953,3489,25
108.4954,-6.5904,2883,11
113.5194,-8.0798,3723,15
115.2254,-12.8888,3718,12
110.1182,-19.3429,3212,19
100.6915,-23.6856,1919,8
110.2131,-20.7757,3898,19
115.3284,-18.7065,4034,5
33.7429,57.31,2559,17
113.7703,-21.3106,3369,21
119.1964,-23.8541,3559,37
118.9372,-24.0268,3512,15
116.547,-26.2077,2164,4
116.3763,-27.2198,5890,19
123.1727,-25.6727,5952,22
116.5967,-30.7331,4428,40
116.5525,-32.2518,4158,23
120.7506,-35.0923,2050,8
122.6463,-34.3001,5212,22
124.8387,-33.2228,6414,54
123.8933,-33.9089,2089,4
126.572,-33.8392,4893,26
124.4013,-42.5925,1549,9
131.1555,-45.9722,2246,22
133.7364,-47.4392,1925,6
138.0077,-44.8215,2223,6
138.1999,-44.9021,1840,8
139.7476,-51.603,2027,8
139.7827,-53.5603,8096,20
140.5859,-53.8663,3000,17
142.8706,-53.0178,4310,29
148.733,-50.9485,2537,11
141.2325,-57.3545,1749,8
144.9671,-57.2927,4589,20
159.6919,-54.2025,1727,6
158.6371,-59.7493,2538,12
162.7091,-55.8756,2740,15
159.561,-59.5362,1895,5
156.283,-62.3351,2212,6
159.753,-61.088,5527,20
162.612,-61.4411,7095,16
164.1107,-60.4953,7025,25
164.0514,-61.0965,3358,9
59.6893,52.5497,1136,6
163.2554,-62.7138,5562,23
171.3373,-61.446,2732,5
158.5147,-73.2894,1955,15
179.3071,-62.9653,4170,17
182.5173,-62.3297,3552,6
184.5592,-62.989,3733,12
185.485,-60.3942,3391,9
64.7288,52.3699,2507,12
186.1123,-66.6718,2048,5
187.5215,-64.1589,3104,9
191.6641,-66.2,3391,6
192.6217,-60.9881,3739,12
204.5382,-66.666,1815,5
204.6275,-61.6031,3759,15
211.814,-63.061,2868,8
226.4586,-62.238,2092,4
230.3104,-53.1796,1255,4
238.6566,-57.8677,1758,9
237.5187,-56.7813,3342,12
237.6728,-55.6173,2003,7
243.8467,-51.7065,3297,21
243.0548,-50.1722,2635,15
244.5389,-49.5003,1819,7
248.5212,-48.9182,2954,14
253.6666,-48.4574,2070,8
250.3953,-46.0997,2488,10
252.1583,-46.9189,3047,11
252.6338,-45.0618,2720,10
254.6885,-42.0353,2736,10
259.278,-41.5224,1853,3
256.1722,-38.9731,1561,8
259.1038,-39.6574,2561,24
254.7966,-36.0649,1531,4
261.1995,-37.5076,1675,4
262.7726,-37.8753,2543,10
256.7456,-30.7043,1150,3
62.9666,42.7311,2078,6
267.3428,-29.5811,2817,6
280.4161,-21.9826,1538,3
282.3174,-4.3879,1672,7
284.7042,0.4172,1352,3
301.5958,33.0195,4988,14
303.201,35.8967,4029,22
299.8428,38.5482,1105,3
301.086,46.8206,2841,16
311.5884,45.4047,1748,6
82.2367,48.0455,2686,16
313.8305,47.5791,4401,17
325.0185,49.3157,2250,3
359.519,61.4641,5209,8
3.3701,53.8215,1893,5
11.6796,60.0724,5928,10
20.7769,64.5081,6436,59
20.3444,62.5042,3375,15
26.7801,54.7542,3509,40
37.4633,57.3713,2504,8
47.7281,50.284,5088,16
61.3684,55.932,6795,50
65.2625,53.2256,5014,78
91.4475,55.777,3399,34
79.8391,40.1337,6315,34
79.9719,38.9822,5657,12
80.0784,30.2679,1914,11
104.8735,33.1078,2935,27
106.9835,19.9243,3191,16
94.7479,10.1271,2359,7
96.2586,7.6119,7200,37
111.702,13.0996,3560,25
97.9641,2.5312,1554,8
118.3635,7.6965,2812,29
119.2357,8.0421,2595,23
106.4768,-2.3153,4528,18
119.9922,1.4713,2740,23
107.1558,-6.1974,5835,29
121.0401,-3.8016,3278,30
79.6467,37.8132,1542,8
112.8507,-12.7034,2336,8
112.7091,-14.1412,5423,18
121.5892,-9.6064,3565,20
112.8292,-15.4345,5585,26
109.9389,-18.9764,3072,10
118.8264,-24.3388,3139,10
123.7479,-22.1801,6298,21
123.7581,-22.2106,6898,11
115.9972,-31.095,3987,17
130.4209,-22.9837,3451,28
120.4909,-34.3824,4685,10
123.8521,-33.8425,6373,53
124.146,-34.0341,8687,39
116.6378,-48.2427,1512,7
142.5431,-34.1435,5897,15
148.3781,-55.7467,4021,14
162.3462,-54.7041,2824,11
160.1077,-59.0051,2562,12
158.065,-62.9051,3724,7
160.8757,-61.1142,4618,11
161.8067,-61.1289,5711,21
168.4407,-59.7146,2217,6
182.7462,-63.6311,2658,12
226.1148,-60.8739,3421,11
242.1683,-51.4257,2138,4
244.7045,-51.5971,5519,14
250.6595,-47.9966,3295,8
253.0765,-44.4099,1953,4
253.9811,-43.2086,2627,7
91.1664,36.7802,2383,9
95.3772,26.9206,2272,8
88.9949,17.3419,1774,8
89.2066,16.9871,1787,10
91.6519,8.7738,2241,11
95.8774,8.3635,2361,11
97.5461,7.3669,2114,12
18.6841,57.8482,2833,14
267.4536,-28.7435,2358,8
273.7556,-16.3468,1598,8
274.7851,-15.7427,1375,6
245.0626,-44.8726,1325,5
263.1964,-37.6442,2736,13
258.0089,-35.9358,1467,2
258.8204,-36.5776,1693,4
257.7807,-48.7435,1235,5
233.8567,-57.6669,2638,4
241.4931,-52.6791,3881,15
219.0029,-57.8634,1574,4
235.1335,-55.749,1938,3
235.6777,-55.4641,1769,6
239.6927,-55.7963,3146,9
253.0182,-47.3959,3107,4
212.4296,-59.3441,2962,11
195.4332,-64.0312,3066,6
197.0925,-61.2222,3632,18
124.8804,-38.2708,5728,13
126.4969,-38.3377,1393,4
214.6434,-62.6594,2308,4
236.5868,-56.7962,2645,9
237.5904,-55.9647,2740,6
238.1094,-55.4185,2138,7
315.6617,29.8894,857,17
317.4013,34.3729,703,8
308.6016,43.3622,784,6
288.8393,-22.1793,654,6
282.0124,-18.286,947,5
315.4902,45.3878,986,7
322.7427,43.469,657,15
305.9952,54.1143,858,10
319.5473,54.5006,999,24
319.2444,56.1994,754,13
311.7186,60.7963,918,19
287.2216,-19.1058,822,9
339.2261,46.9031,663,19
337.3058,49.9017,555,24
343.7568,43.4202,600,17
326.7519,59.7962,863,14
279.742,-15.0374,674,7
334.4402,60.0847,965,4
280.741,-15.2999,804,6
339.1281,56.7862,865,21
346.3579,49.3588,562,5
336.5264,65.0177,957,11
281.1343,-14.5231,474,8
282.8933,-15.1437,594,5
351.8056,65.2615,831,9
350.9927,66.5087,986,8
282.2312,-12.8703,997,5
353.5701,71.6973,544,9
5.4972,65.5248,759,6
282.6273,-10.8686,509,20
267.9347,-2.828,642,13
283.4647,-9.8014,902,10
32.0288,65.4299,880,11
275.0471,-5.1734,922,6
277.3621,-4.9794,907,5
30.3365,43.7642,831,6
278.6119,-5.4822,675,5
56.0132,64.8407,449,8
60.7682,66.0399,763,19
42.5808,48.5973,543,16
40.8645,39.2428,418,22
285.9034,-8.571,546,5
67.8837,56.1842,710,9
280.0213,-4.3343,516,4
61.8443,44.1592,740,11
101.7377,48.7224,442,13
93.8899,30.8199,782,16
280.8339,-1.652,596,2
95.433,29.1748,738,15
75.6957,13.0357,319,4
78.7608,6.2904,808,5
85.9617,7.0098,455,5
281.3459,-23.7781,803,8
292.5615,-6.6135,662,16
87.5121,2.7666,413,4
112.4998,5.5759,892,19
293.9214,-3.6699,596,5
87.9023,-7.5634,301,9
108.947,-0.9181,889,15
108.2594,-2.7251,748,18
103.4572,-5.7629,803,10
100.1557,-8.1677,851,18
98.601,-11.806,659,26
92.3745,-15.065,677,8
291.6904,0.1979,895,5
110.1507,-11.7197,637,9
104.4559,-18.7047,1000,9
294.7088,-1.3556,678,9
121.2028,-11.4725,586,13
118.4092,-13.4726,903,4
108.4102,-19.5155,1039,21
105.8011,-40.856,672,24
273.323,-18.333,562,7
283.274,8.1906,1035,10
124.3334,-37.8,711,4
135.7868,-34.9436,850,6
314.1527,-6.5758,571,9
105.4053,-54.4903,558,20
115.2808,-52.8989,578,17
137.0695,-43.3467,985,5
288.5832,14.4001,602,8
122.9691,-52.3407,348,14
127.1239,-50.9197,323,14
126.6612,-52.023,606,17
286.1757,15.6363,844,12
114.5349,-58.4604,372,10
134.1526,-54.3086,811,16
130.7814,-58.5214,330,11
146.4981,-52.4825,1043,8
296.7853,10.4233,797,8
158.6039,-47.2562,326,8
157.8373,-44.5054,605,24
165.9707,-56.9343,823,17
161.1248,-67.4462,650,15
192.8996,-57.396,961,5
192.8935,-50.7122,740,30
212.9486,-75.7712,709,9
201.0396,-49.8215,903,22
218.608,-68.0047,970,26
205.9065,-38.6434,685,18
224.3579,-59.8405,761,8
234.5543,-65.9552,757,5
216.1991,-46.2028,169,5
252.9539,-67.6582,232,17
226.2261,-49.1509,879,7
231.2823,-53.9419,922,7
234.7679,-55.3891,739,5
289.731,20.8237,917,4
237.216,-54.3915,899,15
254.0355,-60.4195,315,5
239.6835,-50.4008,507,6
245.4218,-53.2176,534,10
255.2992,-56.0476,943,18
249.1855,-51.3205,952,4
250.3451,-39.5504,176,8
263.1363,-44.2605,980,19
249.2043,-31.5016,771,12
270.1292,-42.6995,703,7
286.5308,23.3569,777,8
277.2794,-34.513,507,6
305.3827,13.4627,684,7
276.7607,-17.3756,802,5
303.9614,21.4593,928,12
293.8649,28.2644,902,16
298.2613,26.3986,543,10
310.2549,20.17,923,10
299.7403,28.4238,812,5
300.2965,29.9655,714,10
304.761,27.5983,972,9
312.4234,25.5047,784,13
64.7077,52.8653,4671,11
111.5311,-15.0876,3706,4
226.86,-60.4031,3512,12
118.9542,-29.4694,4053,8
121.4157,-31.5877,4340,31
226.1735,-58.4922,3446,8
264.0731,-33.4933,2529,7
265.2645,-33.2699,2902,6
273.4835,-19.5139,2503,5
294.042,20.5538,2874,7
314.8606,44.9353,3339,10
321.9222,49.6953,2677,12
97.1001,17.7325,4405,33
105.5792,-1.8397,3969,16
240.4252,-52.1201,2456,6
251.0479,-44.1164,3762,7
280.1049,-3.7563,2730,13
306.3755,40.8642,1960,8
310.3637,46.1367,2535,7
61.5335,58.4195,4722,21
108.6985,-26.2446,3980,18
112.0197,-28.0649,4325,21
149.023,-60.1759,3332,6
111.0706,-20.2451,3248,13
148.3179,-57.4375,2961,12
153.9732,-59.0329,3630,7
261.7651,-39.4033,2629,5
35.5723,58.0007,3593,21
116.4492,-25.5021,4293,21
119.7341,-29.5674,4284,28
120.1456,-30.9845,4124,18
164.5817,-60.7233,3766,17
160.5679,-59.9463,3259,9
167.4412,-60.7189,4314,11
170.5429,-61.5219,3606,9
178.8581,-62.9575,4267,9
177.8684,-62.823,3608,9
197.6447,-63.3951,3955,9
202.0965,-63.477,3818,11
219.3662,-61.0757,3594,9
223.9009,-60.5244,3308,7
263.3893,-34.4398,3801,7
264.3375,-33.8505,3736,6
271.2959,-23.802,3242,9
271.2358,-23.7088,2741,11
273.9659,-18.0917,2765,5
280.55,-6.2368,3702,10
283.1428,-0.4228,4019,9
295.813,20.4999,3931,14
314.0825,45.1976,3465,20
25.3405,61.4912,3243,39
26.8506,60.5132,3103,40
23.5035,61.6813,3158,24
29.3004,60.5138,3423,37
46.0233,57.7738,3081,32
76.4435,39.947,4044,17
91.4011,25.2535,3815,32
90.5014,28.8627,3784,36
91.5845,26.4668,3704,25
97.6173,16.8815,3768,23
101.3322,6.7944,4157,22
101.9099,5.6271,4019,24
102.2292,2.033,4280,24
102.7344,1.9139,4127,23
103.4471,1.6022,4093,16
107.2017,-5.596,4158,20
107.3773,-5.3698,3753,26
112.5616,-14.0176,4311,51
111.5109,-13.5993,3883,21
110.3253,-11.7905,2981,10
110.5066,-11.7601,3966,30
110.1085,-9.9092,4250,16
116.4185,-19.1378,3973,26
115.7241,-20.2192,3813,22
118.541,-22.7642,3966,24
119.3977,-28.5418,4074,29
120.7103,-28.5608,3215,11
124.1061,-33.6623,4207,37
123.9763,-34.308,4069,24
123.3943,-32.326,4358,20
123.3599,-32.8761,4432,18
122.0953,-29.6635,4390,19
143.1621,-50.8366,4069,17
143.7271,-50.1783,3405,14
160.4924,-58.3729,3164,10
157.71,-58.263,3116,9
179.7607,-62.1791,4101,16
179.0741,-62.2585,4478,13
185.5743,-62.5127,3601,14
185.0216,-62.7859,3936,10
185.2945,-61.7042,3781,7
241.5616,-52.1418,2842,6
252.9863,-44.2328,2897,6
269.4911,-23.2843,3166,8
277.9164,-10.1753,3125,7
289.1714,14.1565,4078,13
299.2694,29.9632,3979,21
298.7652,29.9551,4099,10
298.4226,31.6315,4424,8
303.7281,37.2362,3857,14
303.8449,38.9571,4268,14
310.6336,45.5217,3030,16
307.3652,44.6427,2338,7
316.7283,47.089,3290,20
315.6007,46.5171,3789,19
321.5308,52.7091,1996,6
316.1493,49.3015,3924,17
322.7451,52.8306,3704,13
331.2733,55.1924,3896,19
331.9307,55.6176,4026,20
334.1112,57.8123,3208,11
334.707,57.4257,2979,8
341.9583,59.8912,3803,23
342.2691,60.4701,3991,22
347.6089,60.9683,3182,16
343.4078,62.8286,3762,13
359.229,62.878,3731,29
359.1918,63.4663,4148,31
1.3159,63.8433,3821,19
356.1857,61.9239,4251,20
8.7119,62.9914,2741,14
14.6262,63.2762,2887,33
37.5747,62.9742,3660,26
41.0768,61.8662,2996,38
58.2501,57.2772,3209,28
41.5213,59.7707,3565,26
61.8719,53.2211,3547,41
76.7676,41.4876,4251,26
91.7712,27.6969,4195,28
92.953,25.0184,3933,31
108.7384,-2.0773,4347,35
112.3719,-7.5486,4308,30
110.9029,-7.5101,4239,19
111.8378,-8.2643,4370,20
110.4775,-7.8299,4456,15
109.2149,-5.8812,4463,23
109.6635,-3.8082,4139,19
113.0621,-11.8302,4279,18
125.0139,-30.6854,4144,20
148.0079,-50.3944,4409,16
73.3812,49.4888,3652,39
64.4603,56.8418,4428,43
81.2712,40.9507,4679,23
58.431,63.7186,4170,54
94.231,43.4376,3935,42
95.8573,40.525,4223,46
263.4986,-35.0582,2024,7
274.7047,-18.0779,2066,5
282.4824,-0.3232,2100,5
129.44,-40.0283,965,12
344.8154,62.8432,858,18
120.6179,-39.6187,1081,6
223.1198,-61.5056,1091,6
290.6693,18.6764,1097,5
99.2795,3.075,1912,3
97.751,-9.6067,975,5
101.7276,1.3329,1810,3
106.0446,-11.4814,1188,5
304.4624,39.3404,1803,4
